Индекс,Тип региона,Регион,Город,Население
309910,обл,Белгородская,Бирюч,7842
309990,обл,Белгородская,Валуйки,35322
309370,обл,Белгородская,Грайворон,6234
309180,обл,Белгородская,Губкин,88562
309210,обл,Белгородская,Короча,5877
309640,обл,Белгородская,Новый Оскол,19530
309500,обл,Белгородская,Старый Оскол,221163
309070,обл,Белгородская,Строитель,23933
309290,обл,Белгородская,Шебекино,44277
241000,обл,Брянская,Брянск,415640
242600,обл,Брянская,Дятьково,29438
242700,обл,Брянская,Жуковка,18269
243600,обл,Брянская,Злынка,5507
242500,обл,Брянская,Карачев,19715
243140,обл,Брянская,Клинцы,62510
243220,обл,Брянская,Мглин,7916
243020,обл,Брянская,Новозыбков,40552
243400,обл,Брянская,Почеп,17933
242440,обл,Брянская,Севск,7282
241550,обл,Брянская,Сельцо,17933
243240,обл,Брянская,Стародуб,19010
243500,обл,Брянская,Сураж,11640
242220,обл,Брянская,Трубчевск,15014
243300,обл,Брянская,Унеча,26196
242610,обл,Брянская,Фокино,13874
671230,Респ,Бурятия,Бабушкин,4542
671160,Респ,Бурятия,Гусиноозерск,23280
671950,Респ,Бурятия,Закаменск,11249
671840,Респ,Бурятия,Кяхта,20013
671700,Респ,Бурятия,Северобайкальск,23673
670000,Респ,Бурятия,Улан-Удэ,431922
601650,обл,Владимирская,Александров,61544
600000,обл,Владимирская,Владимир,348256
601440,обл,Владимирская,Вязники,41252
601480,обл,Владимирская,Гороховец,14015
601500,обл,Владимирская,Гусь-Хрустальный,60773
601300,обл,Владимирская,Камешково,13113
601640,обл,Владимирская,Карабаново,14868
601010,обл,Владимирская,Киржач,30044
601900,обл,Владимирская,Ковров,145492
601780,обл,Владимирская,Кольчугино,45804
601110,обл,Владимирская,Костерево,9136
601570,обл,Владимирская,Курлово,6791
601240,обл,Владимирская,Лакинск,15707
602101,обл,Владимирская,Меленки,15208
602205,обл,Владимирская,Муром,116078
601140,обл,Владимирская,Петушки,15167
601120,обл,Владимирская,Покров,17762
600910,обл,Владимирская,Радужный,18212
601201,обл,Владимирская,Собинка,19482
601670,обл,Владимирская,Струнино,14372
601351,обл,Владимирская,Судогда,11848
601291,обл,Владимирская,Суздаль,10535
601800,обл,Владимирская,Юрьев-Польский,19588
400000,обл,Волгоградская,Волгоград,1021244
404100,обл,Волгоградская,Волжский,314436
404002,обл,Волгоградская,Дубовка,14345
403790,обл,Волгоградская,Жирновск,16890
404500,обл,Волгоградская,Калач-на-Дону,26892
403870,обл,Волгоградская,Камышин,119924
404350,обл,Волгоградская,Котельниково,20441
403801,обл,Волгоградская,Котово,24104
404160,обл,Волгоградская,Краснослободск,16007
404620,обл,Волгоградская,Ленинск,15527
403340,обл,Волгоградская,Михайловка,59153
404030,обл,Волгоградская,Николаевск,15081
403950,обл,Волгоградская,Новоаннинский,17911
404260,обл,Волгоградская,Палласовка,15984
403840,обл,Волгоградская,Петров Вал,13264
403441,обл,Волгоградская,Серафимович,9368
404410,обл,Волгоградская,Суровикино,20527
161300,обл,Вологодская,Тотьма,9784
162840,обл,Вологодская,Устюжна,9478
162250,обл,Вологодская,Харовск,10078
162600,обл,Вологодская,Череповец,312311
397700,обл,Воронежская,Бобров,19738
396790,обл,Воронежская,Богучар,11811
397160,обл,Воронежская,Борисоглебск,65585
397500,обл,Воронежская,Бутурлиновка,27208
394000,обл,Воронежская,Воронеж,889680
397600,обл,Воронежская,Калач,20046
397900,обл,Воронежская,Лиски,55864
396070,обл,Воронежская,Нововоронеж,32635
397400,обл,Воронежская,Новохоперск,6849
397837,обл,Воронежская,Острогожск,33842
396420,обл,Воронежская,Павловск,25126
397350,обл,Воронежская,Поворино,17692
396650,обл,Воронежская,Россошь,62865
396900,обл,Воронежская,Семилуки,26025
397030,обл,Воронежская,Эртиль,11387
368220,Респ,Дагестан,Буйнакск,65735
368670,Респ,Дагестан,Дагестанские Огни,30671
368000,Респ,Дагестан,Дербент,119961
368500,Респ,Дагестан,Избербаш,56301
368300,Респ,Дагестан,Каспийск,103914
368120,Респ,Дагестан,Кизилюрт,36187
368830,Респ,Дагестан,Кизляр,49169
367000,Респ,Дагестан,Махачкала,577990
368000,Респ,Дагестан,Хасавюрт,133929
368890,Респ,Дагестан,Южно-Сухокумск,10048
679002,Аобл,Еврейская,Биробиджан,75419
679100,Аобл,Еврейская,Облучье,9379
673450,край,Забайкальский,Балей,12536
674600,край,Забайкальский,Борзя,31376
674670,край,Забайкальский,Краснокаменск,55668
673730,край,Забайкальский,Могоча,13228
673400,край,Забайкальский,Нерчинск,14976
673002,край,Забайкальский,Петровск-Забайкальский,18555
673500,край,Забайкальский,Сретенск,6850
673200,край,Забайкальский,Хилок,11530
672000,край,Забайкальский,Чита,323964
673303,край,Забайкальский,Шилка,13947
155330,обл,Ивановская,Вичуга,37609
155000,обл,Ивановская,Гаврилов Посад,6434
155410,обл,Ивановская,Заволжск,12045
153000,обл,Ивановская,Иваново,409277
155800,обл,Ивановская,Кинешма,88113
155150,обл,Ивановская,Комсомольск,8693
153510,обл,Ивановская,Кохма,29408
155830,обл,Ивановская,Наволоки,10207
155555,обл,Ивановская,Плес,2341
155550,обл,Ивановская,Приволжск,16749
155360,обл,Ивановская,Пучеж,8583
155250,обл,Ивановская,Родники,26318
155040,обл,Ивановская,Тейково,34993
155520,обл,Ивановская,Фурманов,36149
155900,обл,Ивановская,Шуя,58528
155630,обл,Ивановская,Южа,14170
155450,обл,Ивановская,Юрьевец,10205
386230,Респ,Ингушетия,Карабулак,31081
386001,Респ,Ингушетия,Магас,2505
386300,Респ,Ингушетия,Малгобек,31076
386100,Респ,Ингушетия,Назрань,93357
665160,обл,Иркутская,Алзамай,6751
665800,обл,Иркутская,Ангарск,233765
665930,обл,Иркутская,Байкальск,13589
665050,обл,Иркутская,Бирюсинск,8981
666901,обл,Иркутская,Бодайбо,15331
665700,обл,Иркутская,Братск,246348
665770,обл,Иркутская,Вихоревка,22528
665650,обл,Иркутская,Железногорск-Илимский,26134
665382,обл,Иркутская,Зима,32522
664000,обл,Иркутская,Иркутск,587225
666700,обл,Иркутская,Киренск,12652
665100,обл,Иркутская,Нижнеудинск,37056
666300,обл,Иркутская,Саянск,40786
665420,обл,Иркутская,Свирск,13649
665902,обл,Иркутская,Слюдянка,18542
665000,обл,Иркутская,Тайшет,35481
665250,обл,Иркутская,Тулун,44603
665450,обл,Иркутская,Усолье-Сибирское,83364
666671,обл,Иркутская,Усть-Илимск,86591
666780,обл,Иркутская,Усть-Кут,45061
665400,обл,Иркутская,Черемхово,52650
666031,обл,Иркутская,Шелехов,47960
361500,Респ,Кабардино-Балкарская,Баксан,36857
361110,Респ,Кабардино-Балкарская,Майский,26755
360000,Респ,Кабардино-Балкарская,Нальчик,240095
361330,Респ,Кабардино-Балкарская,Нарткала,31679
361040,Респ,Кабардино-Балкарская,Прохладный,59595
361200,Респ,Кабардино-Балкарская,Терек,19170
361621,Респ,Кабардино-Балкарская,Тырныауз,21000
361400,Респ,Кабардино-Балкарская,Чегем,17988
238420,обл,Калининградская,Багратионовск,6399
238520,обл,Калининградская,Балтийск,32670
238210,обл,Калининградская,Гвардейск,13888
238300,обл,Калининградская,Гурьевск,12433
238050,обл,Калининградская,Гусев,28260
238326,обл,Калининградская,Зеленоградск,13015
236001,обл,Калининградская,Калининград,431491
238730,обл,Калининградская,Краснознаменск,3522
238460,обл,Калининградская,Ладушкин,3788
238450,обл,Калининградская,Мамоново,7757
238710,обл,Калининградская,Неман,11794
238010,обл,Калининградская,Нестеров,4584
238120,обл,Калининградская,Озерск,4740
238590,обл,Калининградская,Пионерский,11017
238630,обл,Калининградская,Полесск,7580
238400,обл,Калининградская,Правдинск,4323
238510,обл,Калининградская,Приморск,1956
238560,обл,Калининградская,Светлогорск,10775
238340,обл,Калининградская,Светлый,21380
238600,обл,Калининградская,Славск,4614
238750,обл,Калининградская,Советск,41709
238150,обл,Калининградская,Черняховск,40464
359050,Респ,Калмыкия,Городовиковск,9565
359220,Респ,Калмыкия,Лагань,14323
358000,Респ,Калмыкия,Элиста,103728
249000,обл,Калужская,Балабаново,26337
249160,обл,Калужская,Белоусово,8432
249010,обл,Калужская,Боровск,12283
249026,обл,Калужская,Ермолино,10409
249340,обл,Калужская,Жиздра,5585
249190,обл,Калужская,Жуков,12150
248000,обл,Калужская,Калуга,325185
249440,обл,Калужская,Киров,31888
249720,обл,Калужская,Козельск,18203
249830,обл,Калужская,Кондрово,16672
249185,обл,Калужская,Кременки,11617
249400,обл,Калужская,Людиново,40550
249091,обл,Калужская,Малоярославец,30401
249950,обл,Калужская,Медынь,8298
249240,обл,Калужская,Мещовск,4101
249930,обл,Калужская,Мосальск,4285
249030,обл,Калужская,Обнинск,104798
249710,обл,Калужская,Сосенский,12394
249610,обл,Калужская,Спас-Деменск,4904
249270,обл,Калужская,Сухиничи,16295
249100,обл,Калужская,Таруса,9656
249910,обл,Калужская,Юхнов,7056
684090,край,Камчатский,Вилючинск,22905
684000,край,Камчатский,Елизово,39548
683000,край,Камчатский,Петропавловск-Камчатский,179526
369200,Респ,Карачаево-Черкесская,Карачаевск,23848
369210,Респ,Карачаево-Черкесская,Теберда,9097
369300,Респ,Карачаево-Черкесская,Усть-Джегута,30602
369000,Респ,Карачаево-Черкесская,Черкесск,121439
186500,Респ,Карелия,Беломорск,11217
186610,Респ,Карелия,Кемь,13061
186220,Респ,Карелия,Кондопога,32978
186930,Респ,Карелия,Костомукша,28433
186730,Респ,Карелия,Лахденпохья,7818
186350,Респ,Карелия,Медвежьегорск,15536
186000,Респ,Карелия,Олонец,9060
185000,Респ,Карелия,Петрозаводск,263540
186810,Респ,Карелия,Питкяранта,11484
186150,Респ,Карелия,Пудож,9698
186420,Респ,Карелия,Сегежа,29660
186790,Респ,Карелия,Сортавала,19215
186870,Респ,Карелия,Суоярви,9763
652470,обл,Кемеровская,Анжеро-Судженск,76669
652600,обл,Кемеровская,Белово,76752
652420,обл,Кемеровская,Березовский,47292
652780,обл,Кемеровская,Гурьевск,24816
652740,обл,Кемеровская,Калтан,21893
650000,обл,Кемеровская,Кемерово,532884
652700,обл,Кемеровская,Киселевск,98382
652500,обл,Кемеровская,Ленинск-Кузнецкий,101666
652150,обл,Кемеровская,Мариинск,40522
652870,обл,Кемеровская,Междуреченск,101995
652840,обл,Кемеровская,Мыски,43029
654000,обл,Кемеровская,Новокузнецк,547885
652800,обл,Кемеровская,Осинники,45997
652560,обл,Кемеровская,Полысаево,27624
652701,обл,Кемеровская,Прокопьевск,210150
652770,обл,Кемеровская,Салаир,8263
652400,обл,Кемеровская,Тайга,25330
652990,обл,Кемеровская,Таштагол,23114
652300,обл,Кемеровская,Топки,28642
652050,обл,Кемеровская,Юрга,81536
613200,обл,Кировская,Белая Холуница,11232
612960,обл,Кировская,Вятские Поляны,35159
612410,обл,Кировская,Зуевка,11198
610000,обл,Кировская,Киров,473668
613040,обл,Кировская,Кирово-Чепецк,80920
612820,обл,Кировская,Кирс,10420
612600,обл,Кировская,Котельнич,24979
613980,обл,Кировская,Луза,11262
612920,обл,Кировская,Малмыж,8265
613710,обл,Кировская,Мураши,6752
613440,обл,Кировская,Нолинск,9556
612740,обл,Кировская,Омутнинск,23618
612270,обл,Кировская,Орлов,6959
613150,обл,Кировская,Слободской,33983
613341,обл,Кировская,Советск,16592
612990,обл,Кировская,Сосновка,11960
613530,обл,Кировская,Уржум,10213
612260,обл,Кировская,Яранск,17252
169900,Респ,Коми,Воркута,70551
169570,Респ,Коми,Вуктыл,12357
169200,Респ,Коми,Емва,14574
169840,Респ,Коми,Инта,32021
169060,Респ,Коми,Микунь,10732
169600,Респ,Коми,Печора,43458
169500,Респ,Коми,Сосногорск,27809
167000,Респ,Коми,Сыктывкар,235006
169710,Респ,Коми,Усинск,41100
169300,Респ,Коми,Ухта,99642
157000,обл,Костромская,Буй,25763
156901,обл,Костромская,Волгореченск,17108
157200,обл,Костромская,Галич,17346
157440,обл,Костромская,Кологрив,3314
156000,обл,Костромская,Кострома,268617
157460,обл,Костромская,Макарьев,7114
157300,обл,Костромская,Мантурово,17479
157800,обл,Костромская,Нерехта,22817
157331,обл,Костромская,Нея,9827
157170,обл,Костромская,Солигалич,6438
157130,обл,Костромская,Чухлома,5209
157500,обл,Костромская,Шарья,23668
353320,край,Краснодарский,Абинск,34926
353440,край,Краснодарский,Анапа,58983
352690,край,Краснодарский,Апшеронск,40229
352900,край,Краснодарский,Армавир,188897
352630,край,Краснодарский,Белореченск,53891
353460,край,Краснодарский,Геленджик,54813
353280,край,Краснодарский,Горячий Ключ,30093
352190,край,Краснодарский,Гулькевичи,35225
353680,край,Краснодарский,Ейск,87771
353180,край,Краснодарский,Кореновск,41179
350000,край,Краснодарский,Краснодар,744933
352380,край,Краснодарский,Кропоткин,80743
353380,край,Краснодарский,Крымск,57370
352430,край,Краснодарский,Курганинск,47974
352500,край,Краснодарский,Лабинск,62822
352240,край,Краснодарский,Новокубанск,34847
353900,край,Краснодарский,Новороссийск,241788
353860,край,Краснодарский,Приморско-Ахтарск,32253
353560,край,Краснодарский,Славянск-на-Кубани,63768
354000,край,Краснодарский,Сочи,343285
353500,край,Краснодарский,Темрюк,38014
352700,край,Краснодарский,Тимашевск,53921
352120,край,Краснодарский,Тихорецк,61825
352800,край,Краснодарский,Туапсе,63233
352330,край,Краснодарский,Усть-Лабинск,43268
352680,край,Краснодарский,Хадыженск,21580
662951,край,Красноярский,Артемовск,2180
662150,край,Красноярский,Ачинск,109156
662060,край,Красноярский,Боготол,21029
663980,край,Красноярский,Бородино,17423
663081,край,Красноярский,Дивногорск,28271
647000,край,Красноярский,Дудинка,22207
663150,край,Красноярский,Енисейск,18769
663920,край,Красноярский,Уяр,12666
662310,край,Красноярский,Шарыпово,38570
298676,Респ,Крым,Ялта,8497
298500,Респ,Крым,Алушта,28642
296012,Респ,Крым,Армянск,22468
298400,Респ,Крым,Бахчисарай,26363
297600,Респ,Крым,Белогорск,18199
296100,Респ,Крым,Джанкой,35700
297402,Респ,Крым,Евпатория,106840
298300,Респ,Крым,Керчь,144600
296000,Респ,Крым,Красноперекопск,29564
296500,Респ,Крым,Саки,23400
295000,Респ,Крым,Симферополь,362366
297345,Респ,Крым,Старый Крым,9485
298000,Респ,Крым,Судак,15368
298100,Респ,Крым,Феодосия,69786
298213,Респ,Крым,Щелкино,11194
298600,Респ,Крым,Ялта,78040
641730,обл,Курганская,Далматово,13913
641700,обл,Курганская,Катайск,14017
640002,обл,Курганская,Курган,333640
641430,обл,Курганская,Куртамыш,17098
641600,обл,Курганская,Макушино,8337
641640,обл,Курганская,Петухово,11291
641870,обл,Курганская,Шадринск,77744
641100,обл,Курганская,Шумиха,17821
641010,обл,Курганская,Щучье,10971
307500,обл,Курская,Дмитриев,7721
307170,обл,Курская,Железногорск,95057
305000,обл,Курская,Курск,414595
307250,обл,Курская,Курчатов,42691
307750,обл,Курская,Льгов,21452
306230,обл,Курская,Обоянь,13562
307370,обл,Курская,Рыльск,15667
307800,обл,Курская,Суджа,6036
307100,обл,Курская,Фатеж,5404
306509,обл,Курская,Щигры,17043
187650,обл,Ленинградская,Бокситогорск,16593
188410,обл,Ленинградская,Волосово,12162
187401,обл,Ленинградская,Волхов,47344
188640,обл,Ленинградская,Всеволожск,59689
188800,обл,Ленинградская,Выборг,80013
188909,обл,Ленинградская,Высоцк,1244
188300,обл,Ленинградская,Гатчина,92566
188490,обл,Ленинградская,Ивангород,9797
188950,обл,Ленинградская,Каменногорск,6761
188456,обл,Ленинградская,Кингисепп,48667
187110,обл,Ленинградская,Кириши,52826
187340,обл,Ленинградская,Кировск,25633
188320,обл,Ленинградская,Коммунар,20265
187700,обл,Ленинградская,Лодейное Поле,21053
188230,обл,Ленинградская,Луга,36409
187050,обл,Ленинградская,Любань,4188
187026,обл,Ленинградская,Никольское,19345
187450,обл,Ленинградская,Новая Ладога,8890
187330,обл,Ленинградская,Отрадное,23874
187600,обл,Ленинградская,Пикалево,21567
187780,обл,Ленинградская,Подпорожье,18729
188910,обл,Ленинградская,Приморск,6122
188760,обл,Ленинградская,Приозерск,18929
188990,обл,Ленинградская,Светогорск,15973
188650,обл,Ленинградская,Сертолово,47854
188560,обл,Ленинградская,Сланцы,33587
188540,обл,Ленинградская,Сосновый Бор,65901
187420,обл,Ленинградская,Сясьстрой,13747
187550,обл,Ленинградская,Тихвин,58843
187000,обл,Ленинградская,Тосно,39127
187320,обл,Ленинградская,Шлиссельбург,13305
399050,обл,Липецкая,Грязи,46798
143360,обл,Московская,Апрелевка,18467
143900,обл,Московская,Балашиха,215353
140170,обл,Московская,Бронницы,21102
143330,обл,Московская,Верея,5368
142700,обл,Московская,Видное,56798
143600,обл,Московская,Волоколамск,23386
140200,обл,Московская,Воскресенск,91301
141650,обл,Московская,Высоковск,10642
143040,обл,Московская,Голицыно,17447
143530,обл,Московская,Дедовск,29280
140090,обл,Московская,Дзержинский,47125
141800,обл,Московская,Дмитров,61454
141700,обл,Московская,Долгопрудный,90976
102321,обл,Московская,Домодедово,96123
142660,обл,Московская,Дрезна,11815
141980,обл,Московская,Дубна,70569
140300,обл,Московская,Егорьевск,70133
140180,обл,Московская,Жуковский,102729
140600,обл,Московская,Зарайск,24648
143180,обл,Московская,Звенигород,16395
141280,обл,Московская,Ивантеевка,58594
143500,обл,Московская,Истра,35106
142900,обл,Московская,Кашира,41880
141601,обл,Московская,Клин,80584
140400,обл,Московская,Коломна,144642
141070,обл,Московская,Королев,183452
141290,обл,Московская,Красноармейск,26294
143401,обл,Московская,Красногорск,116738
141321,обл,Московская,Краснозаводск,13432
143090,обл,Московская,Краснознаменск,36057
143070,обл,Московская,Кубинка,22918
142620,обл,Московская,Куровское,21821
142670,обл,Московская,Ликино-Дулево,31331
141055,обл,Московская,Лобня,74350
141150,обл,Московская,Лосино-Петровский,22550
140500,обл,Московская,Луховицы,29849
140080,обл,Московская,Лыткарино,55147
140000,обл,Московская,Люберцы,171978
143200,обл,Московская,Можайск,31388
141000,обл,Московская,Мытищи,173341
143300,обл,Московская,Наро-Фоминск,64640
142400,обл,Московская,Ногинск,99762
143000,обл,Московская,Одинцово,139021
140560,обл,Московская,Озеры,25788
142600,обл,Московская,Орехово-Зуево,120620
142500,обл,Московская,Павловский Посад,63771
141320,обл,Московская,Пересвет,14142
142100,обл,Московская,Подольск,187956
142280,обл,Московская,Протвино,37308
141200,обл,Московская,Пушкино,102840
142290,обл,Московская,Пущино,20263
140100,обл,Московская,Раменское,96355
143960,обл,Московская,Реутов,87195
140730,обл,Московская,Рошаль,21265
143100,обл,Московская,Руза,13495
141300,обл,Московская,Сергиев Посад,110878
142200,обл,Московская,Серпухов,126496
141501,обл,Московская,Солнечногорск,52996
142450,обл,Московская,Старая Купавна,21859
142800,обл,Московская,Ступино,66942
141900,обл,Московская,Талдом,13819
141190,обл,Московская,Фрязино,55449
141400,обл,Московская,Химки,207125
141370,обл,Московская,Хотьково,21612
142432,обл,Московская,Черноголовка,20986
142300,обл,Московская,Чехов,60677
140700,обл,Московская,Шатура,32836
141100,обл,Московская,Щелково,110380
142530,обл,Московская,Электрогорск,22120
144000,обл,Московская,Электросталь,155324
142455,обл,Московская,Электроугли,20120
141840,обл,Московская,Яхрома,13248
184200,обл,Мурманская,Апатиты,59690
184670,обл,Мурманская,Гаджиево,11089
184310,обл,Мурманская,Заозерск,11206
184430,обл,Мурманская,Заполярный,15835
184042,обл,Мурманская,Кандалакша,35659
184250,обл,Мурманская,Кировск,28659
184144,обл,Мурманская,Ковдор,18836
184380,обл,Мурманская,Кола,10447
184505,обл,Мурманская,Мончегорск,45381
183000,обл,Мурманская,Мурманск,307664
184530,обл,Мурманская,Оленегорск,23079
184640,обл,Мурманская,Островной,2177
184230,обл,Мурманская,Полярные Зори,15106
184650,обл,Мурманская,Полярный,17304
184601,обл,Мурманская,Североморск,50076
184682,обл,Мурманская,Снежногорск,12698
166000,АО,Ненецкий,Нарьян-Мар,21296
607220,обл,Нижегородская,Арзамас,106367
606407,обл,Нижегородская,Балахна,51526
607600,обл,Нижегородская,Богородск,25497
606440,обл,Нижегородская,Бор,78079
606860,обл,Нижегородская,Ветлуга,8956
606072,обл,Нижегородская,Володарск,9924
606120,обл,Нижегородская,Ворсма,11622
607060,обл,Нижегородская,Выкса,56196
606125,обл,Нижегородская,Горбатов,2278
606500,обл,Нижегородская,Городец,30699
606000,обл,Нижегородская,Дзержинск,240762
606520,обл,Нижегородская,Заволжье,40265
606340,обл,Нижегородская,Княгинино,6708
607650,обл,Нижегородская,Кстово,66641
607010,обл,Нижегородская,Кулебаки,35762
607800,обл,Нижегородская,Лукоянов,14949
606210,обл,Нижегородская,Лысково,21882
607100,обл,Нижегородская,Навашино,16413
603000,обл,Нижегородская,Нижний Новгород,1250615
606100,обл,Нижегородская,Павлово,60699
607751,обл,Нижегородская,Первомайск,14567
607400,обл,Нижегородская,Перевоз,9201
607180,обл,Нижегородская,Саров,92073
606605,обл,Нижегородская,Семенов,24472
607510,обл,Нижегородская,Сергач,21387
606803,обл,Нижегородская,Урень,12311
606540,обл,Нижегородская,Чкаловск,12371
606910,обл,Нижегородская,Шахунья,21337
174400,обл,Новгородская,Боровичи,54731
175400,обл,Новгородская,Валдай,16099
173000,обл,Новгородская,Великий Новгород,218724
174260,обл,Новгородская,Малая Вишера,12461
174350,обл,Новгородская,Окуловка,12464
174510,обл,Новгородская,Пестово,15911
175040,обл,Новгородская,Сольцы,10317
175200,обл,Новгородская,Старая Русса,32235
632120,обл,Новосибирская,Татарск,26114
633450,обл,Новосибирская,Тогучин,21531
633520,обл,Новосибирская,Черепаново,19346
632550,обл,Новосибирская,Чулым,11964
646020,обл,Омская,Исилькуль,25905
646900,обл,Омская,Калачинск,24000
646100,обл,Омская,Называевск,12119
644000,обл,Омская,Омск,1154000
646530,обл,Омская,Тара,26664
646330,обл,Омская,Тюкалинск,12050
461743,обл,Оренбургская,Абдулино,20663
461630,обл,Оренбургская,Бугуруслан,52249
461040,обл,Оренбургская,Бузулук,82816
462631,обл,Оренбургская,Гай,38302
462240,обл,Оренбургская,Кувандык,26176
462271,обл,Оренбургская,Медногорск,27253
462351,обл,Оренбургская,Новотроицк,97914
460000,обл,Оренбургская,Оренбург,570329
462400,обл,Оренбургская,Орск,238006
461504,обл,Оренбургская,Соль-Илецк,26308
461900,обл,Оренбургская,Сорочинск,30136
462780,обл,Оренбургская,Ясный,16082
303140,обл,Орловская,Болхов,11421
303240,обл,Орловская,Дмитровск,5956
303850,обл,Орловская,Ливны,50430
303370,обл,Орловская,Малоархангельск,3872
303030,обл,Орловская,Мценск,43216
303500,обл,Орловская,Новосиль,3799
302000,обл,Орловская,Орёл,317854
442250,обл,Пензенская,Белинский,8567
442310,обл,Пензенская,Городище,8102
442960,обл,Пензенская,Заречный,63579
442240,обл,Пензенская,Каменка,39579
442530,обл,Пензенская,Кузнецк,88886
442150,обл,Пензенская,Нижний Ломов,22678
442317,обл,Пензенская,Никольск,22471
440000,обл,Пензенская,Пенза,519592
442890,обл,Пензенская,Сердобск,35393
442600,обл,Пензенская,Спасск,7442
442300,обл,Пензенская,Сурск,7032
618320,край,Пермский,Александровск,15022
618400,край,Пермский,Березники,156350
617119,край,Пермский,Верещагино,22760
618820,край,Пермский,Горнозаводск,12334
618270,край,Пермский,Гремячинск,11005
618250,край,Пермский,Губаха,27544
618730,край,Пермский,Добрянка,35720
618350,край,Пермский,Кизел,20277
618590,край,Пермский,Красновишерск,17129
617060,край,Пермский,Краснокамск,52632
619000,край,Пермский,Кудымкар,30711
617470,край,Пермский,Кунгур,67857
618900,край,Пермский,Лысьва,67712
617000,край,Пермский,Нытва,19041
618120,край,Пермский,Оса,22420
356630,край,Ставропольский,Ипатово,26055
357700,край,Ставропольский,Кисловодск,128502
357340,край,Ставропольский,Лермонтов,22540
357200,край,Ставропольский,Минеральные Воды,76715
356240,край,Ставропольский,Михайловск,71018
357100,край,Ставропольский,Невинномысск,118351
356880,край,Ставропольский,Нефтекумск,27700
356000,край,Ставропольский,Новоалександровск,26759
357300,край,Ставропольский,Новопавловск,26556
357500,край,Ставропольский,Пятигорск,142397
356530,край,Ставропольский,Светлоград,38520
355000,край,Ставропольский,Ставрополь,398266
393670,обл,Тамбовская,Жердевка,15211
393360,обл,Тамбовская,Кирсанов,17240
393190,обл,Тамбовская,Котовск,31851
393760,обл,Тамбовская,Мичуринск,98758
393950,обл,Тамбовская,Моршанск,41550
392000,обл,Тамбовская,Рассказово,45484
392000,обл,Тамбовская,Тамбов,280457
393460,обл,Тамбовская,Уварово,26829
422230,Респ,Татарстан,Агрыз,19299
423330,Респ,Татарстан,Азнакаево,34859
423403,Респ,Татарстан,Альметьевск,146309
422000,Респ,Татарстан,Арск,18114
423930,Респ,Татарстан,Бавлы,22109
422840,Респ,Татарстан,Болгар,8650
423230,Респ,Татарстан,Бугульма,89144
422430,Респ,Татарстан,Буинск,20342
423600,Респ,Татарстан,Елабуга,70750
423520,Респ,Татарстан,Заинск,41798
422521,Респ,Татарстан,Зеленодольск,97651
420500,Респ,Татарстан,Иннополис,96[3]
420000,Респ,Татарстан,Казань,1216965
422610,Респ,Татарстан,Лаишево,7735
423250,Респ,Татарстан,Лениногорск,64145
422190,Респ,Татарстан,Мамадыш,14432
423650,Респ,Татарстан,Менделеевск,22075
423700,Респ,Татарстан,Мензелинск,16474
423800,Респ,Татарстан,Набережные Челны,513242
423570,Респ,Татарстан,Нижнекамск,234108
423040,Респ,Татарстан,Нурлат,32600
422370,Респ,Татарстан,Тетюши,11596
422951,Респ,Татарстан,Чистополь,60703
172800,обл,Тверская,Андреаполь,8265
171980,обл,Тверская,Бежецк,24517
172530,обл,Тверская,Белый,3771
171070,обл,Тверская,Бологое,23499
